utt_num,num,text,pronounce,monophone
BASIC5000_4735,4735,清浄な心を持った少年だと感じた。,せーじょーなこころをもったしょーねんだとかんじた,s e: j o: n a k o k o r o o m o q t a sh o: n e N d a t o k a N j i t a
BASIC5000_4736,4736,心の隅々まで清まるような場所です。,こころのすみずみまできよまるよーなばしょです,k o k o r o n o s u m i z u m i m a d e k i y o m a r u y o: n a b a sh o d e s u
BASIC5000_4737,4737,彼は、社長の令婿です。,かれわ、しゃちょーのれーせーです,k a r e w a sp sh a ch o: n o r e: s e: d e s u
BASIC5000_4738,4738,心にかかったもやが、一気に晴れるような清々しさがあった。,こころにかかったもやが、いっきにはれるよーなすがすがしさがあった,k o k o r o n i k a k a q t a m o y a g a sp i q k i n i h a r e r u y o: n a s u g a s u g a sh i s a g a a q t a
BASIC5000_4739,4739,今昔物語集を読み解くため、仮名で書かれたものを用意した。,こんじゃくものがたりしゅーをよみとくため、かなでかかれたものをよーいした,k o N j a k u m o n o g a t a r i sh u: o y o m i t o k u t a m e sp k a n a d e k a k a r e t a m o n o o y o: i sh i t a
BASIC5000_4740,4740,神楽坂をあとにし、次の選挙のため、全国を遊説して回る。,かぐらざかをあとにし、つぎのせんきょのため、ぜんこくをゆーぜーしてまわる,k a g u r a z a k a o a t o n i sh i sp ts u g i n o s e N ky o n o t a m e sp z e N k o k u o y u: z e: sh i t e m a w a r u
BASIC5000_4741,4741,コーヒー豆は、煎ることで、苦味やコクが増す。,こーひーまめわ、いることで、にがみやこくがます,k o: h i: m a m e w a sp i r u k o t o d e sp n i g a m i y a k o k u g a m a s u
BASIC5000_4742,4742,海女さんが、冬の海に潜って、うにを採ってくる。,あまさんが、ふゆのうみにもぐって、うにをとってくる,a m a s a N g a sp f u y u n o u m i n i m o g u q t e sp u n i o t o q t e k u r u
BASIC5000_4743,4743,租税に関する質問をするため、税理士を訪ねた。,そぜーにかんするしつもんをするため、ぜーりしをたずねた,s o z e: n i k a N s u r u sh i ts u m o N o s u r u t a m e sp z e: r i sh i o t a z u n e t a
BASIC5000_4744,4744,昔、我が家の裏山は、桑園として使われていた。,むかし、わがやのうらやまわ、そーえんとしてつかわれていた,m u k a sh i sp w a g a y a n o u r a y a m a w a sp s o: e N t o sh i t e ts u k a w a r e t e i t a
BASIC5000_4745,4745,私の曽祖父は、白髪だらけですが、今も健在です。,わたしのそーそふわ、はくはつだらけですが、いまもけんざいです,w a t a sh i n o s o: s o f u w a sp h a k u h a ts u d a r a k e d e s u g a sp i m a m o k e N z a i d e s u
BASIC5000_4746,4746,山間部では、霜害に悩まされている。,さんかんぶでわ、そーがいになやまされている,s a N k a N b u d e w a sp s o: g a i n i n a y a m a s a r e t e i r u
BASIC5000_4747,4747,彼は憎らしいほど、才能に恵まれている。,かれわにくらしーほど、さいのーにめぐまれている,k a r e w a n i k u r a sh i: h o d o sp s a i n o: n i m e g u m a r e t e i r u
BASIC5000_4748,4748,この地域の名家からの寄贈が、多く収められている。,このちーきのめーけからのきぞーが、おーくおさめられている,k o n o ch i: k i n o m e: k e k a r a n o k i z o: g a sp o: k u o s a m e r a r e t e i r u
BASIC5000_4749,4749,他人を尊ぶ姿勢が彼には足りない。,たにんをたっとぶしせーがかれにわたりない,t a n i N o t a q t o b u sh i s e: g a k a r e n i w a t a r i n a i
BASIC5000_4750,4750,天子を尊い存在であるとする教育が、長く続いてきた。,てんしをたっといそんざいであるとするきょーいくが、ながくつずいてきた,t e N sh i o t a q t o i s o N z a i d e a r u t o s u r u ky o: i k u g a sp n a g a k u ts u z u i t e k i t a
BASIC5000_4751,4751,他のものは何もいらない。,ほかのものわなにもいらない,h o k a n o m o n o w a n a n i m o i r a n a i
BASIC5000_4752,4752,道端に咲いている花に目を向けると、生命の息吹を感じることができる。,みちばたにさいているはなにめをむけると、せーめーのいぶきをかんじることができる,m i ch i b a t a n i s a i t e i r u h a n a n i m e o m u k e r u t o sp s e: m e: n o i b u k i o k a N j i r u k o t o g a d e k i r u
BASIC5000_4753,4753,彼は自分の計画が綻びてきていることを感じていた。,かれわじぶんのけーかくがほころびてきていることをかんじていた,k a r e w a j i b u N n o k e: k a k u g a h o k o r o b i t e k i t e i r u k o t o o k a N j i t e i t a
BASIC5000_4754,4754,まだ集合場所に到着してない人が多くいるので、出発を遅らせることにした。,まだしゅーごーばしょにとーちゃくしてないひとがおーくいるので、しゅっぱつをおくらせることにした,m a d a sh u: g o: b a sh o n i t o: ch a k u sh i t e n a i h i t o g a o: k u i r u n o d e sp sh u q p a ts u o o k u r a s e r u k o t o n i sh i t a
BASIC5000_4755,4755,腐食を防ぐため、窒素が封入されている。,ふしょくをふせぐため、ちっそがふーにゅーされている,f u sh o k u o f u s e g u t a m e sp ch i q s o g a f u: ny u: s a r e t e i r u
BASIC5000_4756,4756,鍛冶が鉄からやかんを鋳る。,かじがてつからやかんをいる,k a j i g a t e ts u k a r a y a k a N o i r u
BASIC5000_4757,4757,心の中で、彼に対する疑心が兆してきていた。,こころのなかで、かれにたいするぎしんがきざしてきていた,k o k o r o n o n a k a d e sp k a r e n i t a i s u r u g i sh i N g a k i z a sh i t e k i t e i t a
BASIC5000_4758,4758,あらかたの実験道具は調ってきた。,あらかたのじっけんどーぐわととのってきた,a r a k a t a n o j i q k e N d o: g u w a t o t o n o q t e k i t a
BASIC5000_4759,4759,桃太郎は、鬼を懲らしめるため、鬼ヶ島へ出発した。,ももたろーわ、おにをこらしめるため、おにがしまえしゅっぱつした,m o m o t a r o: w a sp o n i o k o r a sh i m e r u t a m e sp o n i g a sh i m a e sh u q p a ts u sh i t a
BASIC5000_4760,4760,この河原の道沿いには、一里塚がいくつか残っている。,このかわらのみちぞいにわ、いちりずかがいくつかのこっている,k o n o k a w a r a n o m i ch i z o i n i w a sp i ch i r i z u k a g a i k u ts u k a n o k o q t e i r u
BASIC5000_4761,4761,おばあさんのぬか床は、よく漬かると評判だ。,おばーさんのぬかどこわ、よくつかるとひょーばんだ,o b a: s a N n o n u k a d o k o w a sp y o k u ts u k a r u t o hy o: b a N d a
BASIC5000_4762,4762,全快を祈って鶴を折る。,ぜんかいをいのってつるをおる,z e N k a i o i n o q t e ts u r u o o r u
BASIC5000_4763,4763,少し標高が低まったこの土地に住み着いた人々の子孫だ。,すこしひょーこーがひくまったこのとちにすみついたひとびとのしそんだ,s u k o sh i hy o: k o: g a h i k u m a q t a k o n o t o ch i n i s u m i ts u i t a h i t o b i t o n o sh i s o N d a
BASIC5000_4764,4764,溺れる犬を助けるため、彼は川に飛び込んだ。,おぼれるいぬをたすけるため、かれわかわにとびこんだ,o b o r e r u i n u o t a s u k e r u t a m e sp k a r e w a k a w a n i t o b i k o N d a
BASIC5000_4765,4765,撤収作業は、夜通し行われた。,てっしゅーさぎょーわ、よどーしおこなわれた,t e q sh u: s a gy o: w a sp y o d o: sh i o k o n a w a r e t a
BASIC5000_4766,4766,空気が綺麗なので、天の川がくっきり見える。,くーきがきれーなので、あまのがわがくっきりみえる,k u: k i g a k i r e: n a n o d e sp a m a n o g a w a g a k u q k i r i m i e r u
BASIC5000_4767,4767,宇宙のことを、天地と呼ぶことがある。,うちゅーのことを、てんちとよぶことがある,u ch u: n o k o t o o sp t e N ch i t o y o b u k o t o g a a r u
BASIC5000_4768,4768,蚊帳の外では、子どもたちが草原を転げまわって遊んでいる。,かやのそとでわ、こどもたちがそーげんをころげまわってあそんでいる,k a y a n o s o t o d e w a sp k o d o m o t a ch i g a s o: g e N o k o r o g e m a w a q t e a s o N d e i r u
BASIC5000_4769,4769,装填が完了した。,そーてんがかんりょーした,s o: t e N g a k a N ry o: sh i t a
BASIC5000_4770,4770,投網による漁を提案する度に、彼は反抗した。,なげあみによるりょーをてーあんするたびに、かれわはんこーした,n a g e a m i n i y o r u ry o: o t e: a N s u r u t a b i n i sp k a r e w a h a N k o: sh i t a
BASIC5000_4771,4771,早乙女さんが怒ることはめったにない。,さおとめさんがいかることわ、めったにない,s a o t o m e s a N g a i k a r u k o t o w a sp m e q t a n i n a i
BASIC5000_4772,4772,棟方志功の版画を飾っている。,むなかたしこーのはんがをかざっている,m u n a k a t a sh i k o: n o h a N g a o k a z a q t e i r u
BASIC5000_4773,4773,中止ということも、十分に考え得る。,ちゅーしとゆーことも、じゅーぶんにかんがえうる,ch u: sh i t o y u: k o t o m o sp j u: b u N n i k a N g a e u r u
BASIC5000_4774,4774,読師によって、題目が読み上げられる。,どくしによって、だいもくがよみあげられる,d o k u sh i n i y o q t e sp d a i m o k u g a y o m i a g e r a r e r u
BASIC5000_4775,4775,十年も何もしていないので、完全に腕が鈍ってしまった。,じゅーねんもなにもしていないので、かんぜんにうでがにぶってしまった,j u: n e N m o n a n i m o sh i t e i n a i n o d e sp k a N z e N n i u d e g a n i b u q t e sh i m a q t a
BASIC5000_4776,4776,コートの下に拳銃を忍ばせて、時を待った。,こーとのしたにけんじゅーをしのばせて、ときをまった,k o: t o n o sh i t a n i k e N j u: o sh i n o b a s e t e sp t o k i o m a q t a
BASIC5000_4777,4777,古い手紙を焚き火に入れて燃す。,ふるいてがみをたきびにいれてもす,f u r u i t e g a m i o t a k i b i n i i r e t e m o s u
BASIC5000_4778,4778,彼は同僚に対して、静かな闘志を燃やしていた。,かれわどーりょーにたいして、しずかなとーしをもやしていた,k a r e w a d o: ry o: n i t a i sh i t e sp sh i z u k a n a t o: sh i o m o y a sh i t e i t a
BASIC5000_4779,4779,この関所を破れるものなら破ってみよ。,このせきしょをやぶれるものならやぶってみよ,k o n o s e k i sh o o y a b u r e r u m o n o n a r a y a b u q t e m i y o
BASIC5000_4780,4780,三人は杯を交わし、義兄弟の誓を立てた。,さんにんわさかずきをかわし、ぎきょーだいのちかいをたてた,s a N n i N w a s a k a z u k i o k a w a sh i sp g i ky o: d a i n o ch i k a i o t a t e t a
BASIC5000_4781,4781,この分野が廃ることはないだろう。,このぶんやがすたることわないだろう,k o n o b u N y a g a s u t a r u k o t o w a n a i d a r o u
BASIC5000_4782,4782,当時は誰もかもがやっていたのに、今ではすっかり廃れてしまった。,とーじわだれもかもがやっていたのに、いまでわすっかりすたれてしまった,t o: j i w a d a r e m o k a m o g a y a q t e i t a n o n i sp i m a d e w a s u q k a r i s u t a r e t e sh i m a q t a
BASIC5000_4783,4783,今年も白夜の季節がやってきた。,ことしもびゃくやのきせつがやってきた,k o t o sh i m o by a k u y a n o k i s e ts u g a y a q t e k i t a
BASIC5000_4784,4784,貴重なニホンカワウソの剥製を所蔵している。,きちょーなにほんかわうそのはくせーをしょぞーしている,k i ch o: n a n i h o N k a w a u s o n o h a k u s e: o sh o z o: sh i t e i r u
BASIC5000_4785,4785,シールを剝すことに失敗してしまった。,しーるをはがすことにしっぱいしてしまった,sh i: r u o h a g a s u k o t o n i sh i q p a i sh i t e sh i m a q t a
BASIC5000_4786,4786,皮を剝いで、毛皮のコートとして利用している。,かわをはいで、けがわのこーととしてりよーしている,k a w a o h a i d e sp k e g a w a n o k o: t o t o sh i t e r i y o: sh i t e i r u
BASIC5000_4787,4787,簡単に剝がれるものではなく、相当苦労した。,かんたんにはがれるものでわなく、そーとーくろーした,k a N t a N n i h a g a r e r u m o n o d e w a n a k u sp s o: t o: k u r o: sh i t a
BASIC5000_4788,4788,塗装が剝げてきてしまったので、塗り直さなければならない。,とそーがはげてきてしまったので、ぬりなおさなければならない,t o s o: g a h a g e t e k i t e sh i m a q t a n o d e sp n u r i n a o s a n a k e r e b a n a r a n a i
BASIC5000_4789,4789,何かいけないものを口に入れたのか、体中に発疹ができている。,なにかいけないものをくちにいれたのか、からだじゅーにほっしんができている,n a n i k a i k e n a i m o n o o k u ch i n i i r e t a n o k a sp k a r a d a j u: n i h o q sh i N g a d e k i t e i r u
BASIC5000_4790,4790,彼に罰が当たると何度警告したかわからない。,かれにばちがあたるとなんどけーこくしたかわからない,k a r e n i b a ch i g a a t a r u t o n a N d o k e: k o k u sh i t a k a w a k a r a n a i
BASIC5000_4791,4791,背中を反らしてなんとか回避した。,せなかをそらしてなんとかかいひした,s e n a k a o s o r a sh i t e n a N t o k a k a i h i sh i t a
BASIC5000_4792,4792,トラックが登坂車線に移動するために、ウィンカーを出している。,とらっくがとーはんしゃせんにいどーするために、うぃんかーをだしている,t o r a q k u g a t o: h a N sh a s e N n i i d o: s u r u t a m e n i sp w i N k a: o d a sh i t e i r u
BASIC5000_4793,4793,先輩の手を煩わせるまでもなかった。,せんぱいのてをわずらわせるまでもなかった,s e N p a i n o t e o w a z u r a w a s e r u m a d e m o n a k a q t a
BASIC5000_4794,4794,悩みを煩ってからの彼の動きにキレがなく、ついには竹刀を落としてしまった。,なやみをわずらってからのかれのうごきにきれがなく、ついにわ、しないをおとしてしまった,n a y a m i o w a z u r a q t e k a r a n o k a r e n o u g o k i n i k i r e g a n a k u sp ts u i n i w a sp sh i n a i o o t o sh i t e sh i m a q t a
BASIC5000_4795,4795,落ち葉は集めておいて、畑の肥やしとすることが多い。,おちばわあつめておいて、はたけのこやしとすることがおーい,o ch i b a w a a ts u m e t e o i t e sp h a t a k e n o k o y a sh i t o s u r u k o t o g a o: i
BASIC5000_4796,4796,彼は誰かを卑しむようなことはしない。,かれわだれかをいやしむよーなことはしない,k a r e w a d a r e k a o i y a sh i m u y o: n a k o t o h a sh i n a i
BASIC5000_4797,4797,母家の門扉は、固く閉ざしたままだった。,おもやのもんぴわ、かたくとざしたままだった,o m o y a n o m o N p i w a sp k a t a k u t o z a sh i t a m a m a d a q t a
BASIC5000_4798,4798,最初の資金調達で集めた金も費えた。,さいしょのしきんちょーたつであつめたかねもついえた,s a i sh o n o sh i k i N ch o: t a ts u d e a ts u m e t a k a n e m o ts u i e t a
BASIC5000_4799,4799,体内での分泌能力が、著しく落ちていることから入院となった。,たいないでのぶんぴつのーりょくが、いちじるしくおちていることからにゅーいんとなった,t a i n a i d e n o b u N p i ts u n o: ry o k u g a sp i ch i j i r u sh i k u o ch i t e i r u k o t o k a r a ny u: i N t o n a q t a
BASIC5000_4800,4800,患者数が５万人未満の疾病を、希少疾病としている。,かんじゃすーがごまんにんみまんのしっぺーを、きしょーしっぺーとしている,k a N j a s u: g a g o m a N n i N m i m a N n o sh i q p e: o sp k i sh o: sh i q p e: t o sh i t e i r u
BASIC5000_4801,4801,絵を描くのには、もう飽きてしまった。,えをかくのにわ、もーあきてしまった,e o k a k u n o n i w a sp m o: a k i t e sh i m a q t a
BASIC5000_4802,4802,彼は、愛猫家として知られており、家で、五匹の猫を飼っている。,かれわ、あいびょーかとしてしられており、いえで、ごひきのねこをかっている,k a r e w a sp a i by o: k a t o sh i t e sh i r a r e t e o r i sp i e d e sp g o h i k i n o n e k o o k a q t e i r u
BASIC5000_4803,4803,もらいものの茄子を冷蔵庫に入れたまま、腐らせてしまった。,もらいもののなすをれーぞーこにいれたまま、くさらせてしまった,m o r a i m o n o n o n a s u o r e: z o: k o n i i r e t a m a m a sp k u s a r a s e t e sh i m a q t a
BASIC5000_4804,4804,銃撃音が聞こえてきて、二人はとっさに伏せた。,じゅーげきおんがきこえてきて、ふたりわとっさにふせた,j u: g e k i o N g a k i k o e t e k i t e sp f u t a r i w a t o q s a n i f u s e t a
BASIC5000_4805,4805,周囲の心配の声を払拭するような活躍だった。,しゅーいのしんぱいのこえをふっしょくするよーなかつやくだった,sh u: i n o sh i N p a i n o k o e o f u q sh o k u s u r u y o: n a k a ts u y a k u d a q t a
BASIC5000_4806,4806,町の人に紛れることで、彼の逃走は簡単になった。,まちのひとにまぎれることで、かれのとーそーわかんたんになった,m a ch i n o h i t o n i m a g i r e r u k o t o d e sp k a r e n o t o: s o: w a k a N t a N n i n a q t a
BASIC5000_4807,4807,この老舗の名物は、地元の小豆を使った月餅です。,このしにせのめーぶつわ、じもとの、あずきをつかったげっぺーです,k o n o sh i n i s e n o m e: b u ts u w a sp j i m o t o n o sp a z u k i o ts u k a q t a g e q p e: d e s u
BASIC5000_4808,4808,今回の調査では、あまり、芳しい結果は得られませんでした。,こんかいのちょーさでわ、あまり、かんばしーけっかわ、えられませんでした,k o N k a i n o ch o: s a d e w a sp a m a r i sp k a N b a sh i: k e q k a w a sp e r a r e m a s e N d e sh i t a
BASIC5000_4809,4809,彼の放ったボールは放物線を描き、見事彼のグローブに収まった。,かれのほーったぼーるわほーぶつせんをえがき、みごと、かれのぐろーぶにおさまった,k a r e n o h o: q t a b o: r u w a h o: b u ts u s e N o e g a k i sp m i g o t o sp k a r e n o g u r o: b u n i o s a m a q t a
BASIC5000_4810,4810,犬が草をちぎり、放れていった。,いぬがくさをちぎり、はなれていった,i n u g a k u s a o ch i g i r i sp h a n a r e t e i q t a
BASIC5000_4811,4811,金に飽かして、数寄屋造りの豪邸を建てた。,かねにあかして、すきやずくりのごーてーをたてた,k a n e n i a k a sh i t e sp s u k i y a z u k u r i n o g o: t e: o t a t e t a
BASIC5000_4812,4812,二十日が経ち、亡いあの人のことを思い出す。,にじゅーにちがたち、ない、あのひとのことをおもいだす,n i j u: n i ch i g a t a ch i sp n a i sp a n o h i t o n o k o t o o o m o i d a s u
BASIC5000_4813,4813,祖父からぶどうが一房送られてきた。,そふからぶどーがひとふさおくられてきた,s o f u k a r a b u d o: g a h i t o f u s a o k u r a r e t e k i t a
BASIC5000_4814,4814,有糸分裂後期に、紡錘体はなくなる。,ゆーしぶんれつこーきに、ぼーすいたいわなくなる,y u: sh i b u N r e ts u k o: k i n i sp b o: s u i t a i w a n a k u n a r u
BASIC5000_4815,4815,どこからか、彼らが謀反を謀っているという噂がたった。,どこからか、かれらがむほんをはかっているとゆーうわさがたった,d o k o k a r a k a sp k a r e r a g a m u h o N o h a k a q t e i r u t o y u: u w a s a g a t a q t a
BASIC5000_4816,4816,彼女の頬をつたう涙の行く先を見ていた。,かのじょのほおをつたう、なみだのゆくさきをみていた,k a n o j o n o h o o o ts u t a u sp n a m i d a n o y u k u s a k i o m i t e i t a
BASIC5000_4817,4817,師走には、墨田区役所に用がたくさんある。,しわすにわ、すみだくやくしょによーがたくさんある,sh i w a s u n i w a sp s u m i d a k u y a k u sh o n i y o: g a t a k u s a N a r u
BASIC5000_4818,4818,雪舟は、水墨画を芸術として大成させた一人である。,せっしゅーわ、すいぼくがをげーじゅつとしてたいせーさせたひとりである,s e q sh u: w a sp s u i b o k u g a o g e: j u ts u t o sh i t e t a i s e: s a s e t a h i t o r i d e a r u
BASIC5000_4819,4819,同じ頃、中東でペルシャ帝国が勃興した。,おなじころ、ちゅーとーでぺるしゃてーこくがぼっこーした,o n a j i k o r o sp ch u: t o: d e p e r u sh a t e: k o k u g a b o q k o: sh i t a
BASIC5000_4820,4820,ベンチコートの山に埋もれて、見えなくなってしまった。,べんちこーとのやまにうもれて、みえなくなってしまった,b e N ch i k o: t o n o y a m a n i u m o r e t e sp m i e n a k u n a q t e sh i m a q t a
BASIC5000_4821,4821,彼は著名な国会議員の末弟だ。,かれわちょめーなこっかいぎいんのばってーだ,k a r e w a ch o m e: n a k o q k a i g i i N n o b a q t e: d a
BASIC5000_4822,4822,ぼーっとしていたら、空が明らんできた。,ぼーっとしていたら、そらがあからんできた,b o: q t o sh i t e i t a r a sp s o r a g a a k a r a N d e k i t a
BASIC5000_4823,4823,東の空から明るんでいくことがわかった。,ひがしのそらからあかるんでいくことがわかった,h i g a sh i n o s o r a k a r a a k a r u N d e i k u k o t o g a w a k a q t a
BASIC5000_4824,4824,上っ面だけ取り繕っていて、中身は何もない。,うわっつらだけとりつくっていて、なかみわなにもない,u w a q ts u r a d a k e t o r i ts u k u q t e i t e sp n a k a m i w a n a n i m o n a i
BASIC5000_4825,4825,知らないことはわからないといい、浮ついて、妄断しないように気をつけなければならない。,しらないことわわからないといー、うわついて、もーだんしないよーにきをつけなければならない,sh i r a n a i k o t o w a w a k a r a n a i t o i: sp u w a ts u i t e sp m o: d a N sh i n a i y o: n i k i o ts u k e n a k e r e b a n a r a n a i
BASIC5000_4826,4826,機械の損耗が甚だしい。,きかいのそんこーがはなはだしー,k i k a i n o s o N k o: g a h a n a h a d a sh i:
BASIC5000_4827,4827,ナメクジには、雄雌の区別はない。,なめくじにわ、おすめすのくべつわない,n a m e k u j i n i w a sp o s u m e s u n o k u b e ts u w a n a i
BASIC5000_4828,4828,将来を憂い、絶望していた。,しょーらいをうれい、ぜつぼーしていた,sh o: r a i o u r e i sp z e ts u b o: sh i t e i t a
BASIC5000_4829,4829,病状が悪化するのを感じ、自分の行く末を憂える。,びょーじょーがあっかするのをかんじ、じぶんのゆくすえをうれえる,by o: j o: g a a q k a s u r u n o o k a N j i sp j i b u N n o y u k u s u e o u r e e r u
BASIC5000_4830,4830,銀行にお金を預けておけば、とりあえずは安心だ。,ぎんこーにおかねをあずけておけば、とりあえずわあんしんだ,g i N k o: n i o k a n e o a z u k e t e o k e b a sp t o r i a e z u w a a N sh i N d a
BASIC5000_4831,4831,魂を揺すぶるような素晴らしい演奏だった。,たましーをゆすぶるよーなすばらしーえんそーだった,t a m a sh i: o y u s u b u r u y o: n a s u b a r a sh i: e N s o: d a q t a
BASIC5000_4832,4832,師匠にも勝ち、まさに出藍という活躍だ。,ししょーにもかち、まさにしゅつらんとゆーかつやくだ,sh i sh o: n i m o k a ch i sp m a s a n i sh u ts u r a N t o y u: k a ts u y a k u d a
BASIC5000_4833,4833,官吏の画一的な仕事には、ほとほと困っている。,かんりのかくいつてきなしごとにわ、ほとほとこまっている,k a N r i n o k a k u i ts u t e k i n a sh i g o t o n i w a sp h o t o h o t o k o m a q t e i r u
BASIC5000_4834,4834,瑠璃色に輝く石を見つけ、私に見せに来た。,るりいろにかがやくいしをみつけ、わたしにみせにきた,r u r i i r o n i k a g a y a k u i sh i o m i ts u k e sp w a t a sh i n i m i s e n i k i t a
BASIC5000_4835,4835,夏の川床で涼むのは、最高の贅沢と言える。,なつのかわどこですずむのわ、さいこーのぜーたくといえる,n a ts u n o k a w a d o k o d e s u z u m u n o w a sp s a i k o: n o z e: t a k u t o i e r u
BASIC5000_4836,4836,陵とは、偉人達の墓のことを言う。,みささぎとわ、いじんたちのはかのことをゆー,m i s a s a g i t o w a sp i j i N t a ch i n o h a k a n o k o t o o y u:
BASIC5000_4837,4837,いくつもの家が隣るさまは、まさに圧巻だ。,いくつものいえがとなるさまわ、まさにあっかんだ,i k u ts u m o n o i e g a t o n a r u s a m a w a sp m a s a n i a q k a N d a
BASIC5000_4838,4838,あやかしの類かと、肝を冷やした。,あやかしのたぐいかと、きもをひやした,a y a k a sh i n o t a g u i k a t o sp k i m o o h i y a sh i t a
BASIC5000_4839,4839,よく冷ましてからお召し上がりください。,よくさましてから、おめしあがりください,y o k u s a m a sh i t e k a r a sp o m e sh i a g a r i k u d a s a i
BASIC5000_4840,4840,五月雨や、蝉時雨、紅葉といった言葉は、季語だ。,さみだれや、せみしぐれ、こーよーといったことばわ、きごだ,s a m i d a r e y a sp s e m i sh i g u r e sp k o: y o: t o i q t a k o t o b a w a sp k i g o d a
BASIC5000_4841,4841,PC内部のタイマー用ボタン電池が切れた。,ぴーしーないぶのたいまーよーぼたんでんちがきれた,p i: sh i: n a i b u n o t a i m a: y o: b o t a N d e N ch i g a k i r e t a
BASIC5000_4842,4842,姉さん、ちょっと相談に乗ってくれないか？,ねーさん、ちょっとそーだんにのってくれないか,n e: s a N sp ch o q t o s o: d a N n i n o q t e k u r e n a i k a
BASIC5000_4843,4843,寺の台所は、庫裏と呼ばれる。,てらのだいどころわ、くりとよばれる,t e r a n o d a i d o k o r o w a sp k u r i t o y o b a r e r u
BASIC5000_4844,4844,マネがこの絵を描くまで、女性の裸像は女神に限られていました。,まねがこのえをかくまで、じょせーのらぞーわ、めがみにかぎられていました,m a n e g a k o n o e o k a k u m a d e sp j o s e: n o r a z o: w a sp m e g a m i n i k a g i r a r e t e i m a sh i t a
BASIC5000_4845,4845,そのため、要介護認定の結果は、介護サービスの量と関係している必要があります。,そのため、よーかいごにんてーのけっかわ、かいごさーびすのりょーとかんけーしているひつよーがあります,s o n o t a m e sp y o: k a i g o n i N t e: n o k e q k a w a sp k a i g o s a: b i s u n o ry o: t o k a N k e: sh i t e i r u h i ts u y o: g a a r i m a s u
BASIC5000_4846,4846,50分の模擬試験に挑戦して、試験であなたの実力がどれくらいかがわかります。,ごじゅっぷんのもぎしけんにちょーせんして、しけんであなたのじつりょくがどれくらいかわかります,g o j u q p u N n o m o g i sh i k e N n i ch o: s e N sh i t e sp sh i k e N d e a n a t a n o j i ts u ry o k u g a d o r e k u r a i k a w a k a r i m a s u
BASIC5000_4847,4847,これから何か手職を身に付けたいと思う方は、是非お読みになることをおすすめします。,これからなにかてしょくをみにつけたいとおもうかたわ、ぜひおよみになることをおすすめします,k o r e k a r a n a n i k a t e sh o k u o m i n i ts u k e t a i t o o m o u k a t a w a sp z e h i o y o m i n i n a r u k o t o o o s u s u m e sh i m a s u
BASIC5000_4848,4848,梅雨時でもないんだから、傘は要らないんじゃない。,つゆどきでもないんだから、かさわいらないんじゃない,ts u y u d o k i d e m o n a i N d a k a r a sp k a s a w a i r a n a i N j a n a i
BASIC5000_4849,4849,吹雪でえらい目に遭った。,ふぶきでえらいめにあった,f u b u k i d e e r a i m e n i a q t a
BASIC5000_4850,4850,立ち退きの予告を受けた。,たちのきのよこくをうけた,t a ch i n o k i n o y o k o k u o u k e t a
BASIC5000_4851,4851,新しい文を追加するまえに、その文によって、当サイトに新しい語彙がもたらされるかどうか、キーワード検索してご確認ください。,あたらしーぶんをついかするまえに、そのぶんによって、とーさいとに、あたらしーごいがもたらされるかどーか、きーわーどけんさくしてごかくにんください,a t a r a sh i: b u N o ts u i k a s u r u m a e n i sp s o n o b u N n i y o q t e sp t o: s a i t o n i sp a t a r a sh i: g o i g a m o t a r a s a r e r u k a d o: k a sp k i: w a: d o k e N s a k u sh i t e g o k a k u n i N k u d a s a i
BASIC5000_4852,4852,この表現は、日本語にはない、英語の比喩表現として、私は大変気に入っています。,このひょーげんわ、にほんごにわない、えいごのひゆひょーげんとして、わたしわ、たいへんきにいっています,k o n o hy o: g e N w a sp n i h o N g o n i w a n a i sp e i g o n o h i y u hy o: g e N t o sh i t e sp w a t a sh i w a sp t a i h e N k i n i i q t e i m a s u
BASIC5000_4853,4853,このメルマガは、昨今の、語学産業界の甘言に躍らされることなく、文法解釈という古典的学習法こそ王道と信じて疑わない方のためのメルマガです。,このめるまがわ、さっこんの、ごがくさんぎょーかいのかんげんにおどらされることなく、ぶんぽーかいしゃくとゆーこてんてきがくしゅーほーこそ、おーどーとしんじてうたがわないかたのためのめるまがです,k o n o m e r u m a g a w a sp s a q k o N n o sp g o g a k u s a N gy o: k a i n o k a N g e N n i o d o r a s a r e r u k o t o n a k u sp b u N p o: k a i sh a k u t o y u: k o t e N t e k i g a k u sh u: h o: k o s o sp o: d o: t o sh i N j i t e u t a g a w a n a i k a t a n o t a m e n o m e r u m a g a d e s u
BASIC5000_4854,4854,これは供物ですか？,これわくもつですか,k o r e w a k u m o ts u d e s u k a
BASIC5000_4855,4855,ひとの声に似た不思議な鳴き声、漆黒の羽、死肉を啄む姿などから、鴉は不幸に舞い降りる、不吉な鳥として世界に知られています。,ひとのこえににたふしぎななきごえ、しっこくのはね、しにくをついばむすがたなどから、からすわふこーにまいおりる、ふきつなとりとして、せかいにしられています,h i t o n o k o e n i n i t a f u sh i g i n a n a k i g o e sp sh i q k o k u n o h a n e sp sh i n i k u o ts u i b a m u s u g a t a n a d o k a r a sp k a r a s u w a f u k o: n i m a i o r i r u sp f u k i ts u n a t o r i t o sh i t e sp s e k a i n i sh i r a r e t e i m a s u
